NO,timestamp,location,price,last4ccnum,date,hour,weekday,dayofmonth,timeperiod,concat
69,2014-01-06T13:41:00Z,Gelatogalore,22.64,7889,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Gelatogalore 22.64
70,2014-01-06T13:42:00Z,Ouzeri Elian,20.4,6895,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Ouzeri Elian 20.4
71,2014-01-06T13:46:00Z,Guy's Gyros,30.82,9635,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Guy's Gyros 30.82
72,2014-01-06T13:46:00Z,Katerina's Cafe,18.56,6899,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Katerina's Cafe 18.56
73,2014-01-06T13:46:00Z,Guy's Gyros,99.67,2463,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Guy's Gyros 99.67
74,2014-01-06T13:47:00Z,Kalami Kafenion,22.13,1321,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Kalami Kafenion 22.13
75,2014-01-06T13:48:00Z,Ouzeri Elian,20.74,5368,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Ouzeri Elian 20.74
76,2014-01-06T13:48:00Z,Ouzeri Elian,30.87,5921,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Ouzeri Elian 30.87
77,2014-01-06T13:50:00Z,Katerina's Cafe,13.59,1874,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Katerina's Cafe 13.59
78,2014-01-06T13:50:00Z,Katerina's Cafe,32.64,9617,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Katerina's Cafe 32.64
79,2014-01-06T13:52:00Z,Kalami Kafenion,22.31,4434,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Kalami Kafenion 22.31
80,2014-01-06T13:52:00Z,Gelatogalore,36.33,3492,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Gelatogalore 36.33
81,2014-01-06T13:53:00Z,Katerina's Cafe,36.95,2142,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Katerina's Cafe 36.95
82,2014-01-06T13:54:00Z,Abila Zacharo,23.15,9405,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Abila Zacharo 23.15
83,2014-01-06T13:57:00Z,Hippokampos,8.64,1877,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Hippokampos 8.64
84,2014-01-06T13:58:00Z,Hippokampos,38.25,8202,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Hippokampos 38.25
85,2014-01-06T13:59:00Z,Katerina's Cafe,39.41,3853,2014-01-06,13,Mon,6,Early afternoon,2014-01-06 Mon 6 Katerina's Cafe 39.41
86,2014-01-06T14:00:00Z,Kalami Kafenion,13.08,7117,2014-01-06,14,Mon,6,Early afternoon,2014-01-06 Mon 6 Kalami Kafenion 13.08
87,2014-01-06T14:00:00Z,Gelatogalore,23.41,7819,2014-01-06,14,Mon,6,Early afternoon,2014-01-06 Mon 6 Gelatogalore 23.41
88,2014-01-06T14:04:00Z,Hippokampos,30.88,4948,2014-01-06,14,Mon,6,Early afternoon,2014-01-06 Mon 6 Hippokampos 30.88
89,2014-01-06T14:05:00Z,Abila Zacharo,78.11,7108,2014-01-06,14,Mon,6,Early afternoon,2014-01-06 Mon 6 Abila Zacharo 78.11
90,2014-01-06T14:15:00Z,Kalami Kafenion,27.4,8129,2014-01-06,14,Mon,6,Early afternoon,2014-01-06 Mon 6 Kalami Kafenion 27.4
91,2014-01-06T14:17:00Z,Katerina's Cafe,19.65,6901,2014-01-06,14,Mon,6,Early afternoon,2014-01-06 Mon 6 Katerina's Cafe 19.65
92,2014-01-06T15:14:00Z,Abila Airport,777.06,9220,2014-01-06,15,Mon,6,Late afternoon,2014-01-06 Mon 6 Abila Airport 777.06
93,2014-01-06T15:39:00Z,Abila Airport,612.47,8642,2014-01-06,15,Mon,6,Late afternoon,2014-01-06 Mon 6 Abila Airport 612.47
94,2014-01-06T17:28:00Z,U-Pump,59.51,3484,2014-01-06,17,Mon,6,Late afternoon,2014-01-06 Mon 6 U-Pump 59.51
95,2014-01-06T18:56:00Z,Katerina's Cafe,78.65,8411,2014-01-06,18,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 78.65
96,2014-01-06T19:08:00Z,Katerina's Cafe,26.46,8129,2014-01-06,19,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 26.46
97,2014-01-06T19:18:00Z,Guy's Gyros,39.29,7384,2014-01-06,19,Mon,6,Evening,2014-01-06 Mon 6 Guy's Gyros 39.29
98,2014-01-06T19:50:00Z,Frydos Autosupply n' More,273.87,9241,2014-01-06,19,Mon,6,Evening,2014-01-06 Mon 6 Frydos Autosupply n' More 273.87
99,2014-01-06T20:07:00Z,Katerina's Cafe,23.63,7253,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 23.63
100,2014-01-06T20:08:00Z,Katerina's Cafe,12.32,1874,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 12.32
101,2014-01-06T20:09:00Z,Guy's Gyros,11.94,6901,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Guy's Gyros 11.94
102,2014-01-06T20:12:00Z,Frydos Autosupply n' More,80.85,8202,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Frydos Autosupply n' More 80.85
103,2014-01-06T20:13:00Z,Guy's Gyros,22.57,3484,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Guy's Gyros 22.57
104,2014-01-06T20:15:00Z,Guy's Gyros,117.82,6816,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Guy's Gyros 117.82
105,2014-01-06T20:15:00Z,Frydos Autosupply n' More,175.87,5368,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Frydos Autosupply n' More 175.87
106,2014-01-06T20:19:00Z,Katerina's Cafe,21.66,2418,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 21.66
107,2014-01-06T20:20:00Z,Hippokampos,35.34,1321,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Hippokampos 35.34
108,2014-01-06T20:24:00Z,Guy's Gyros,28.94,7819,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Guy's Gyros 28.94
109,2014-01-06T20:26:00Z,Albert's Fine Clothing,276.9,9551,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Albert's Fine Clothing 276.9
110,2014-01-06T20:28:00Z,Guy's Gyros,95.29,7108,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Guy's Gyros 95.29
111,2014-01-06T20:29:00Z,Hippokampos,85.5,6895,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Hippokampos 85.5
112,2014-01-06T20:29:00Z,Katerina's Cafe,17.92,9405,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 17.92
113,2014-01-06T20:30:00Z,Katerina's Cafe,28,6691,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 28
114,2014-01-06T20:33:00Z,Katerina's Cafe,15.52,5921,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 15.52
115,2014-01-06T20:36:00Z,Hippokampos,26.8,1877,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Hippokampos 26.8
116,2014-01-06T20:46:00Z,Hippokampos,24.41,7117,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Hippokampos 24.41
117,2014-01-06T20:46:00Z,Hippokampos,21.33,1415,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Hippokampos 21.33
118,2014-01-06T20:47:00Z,Frydos Autosupply n' More,149.3,5407,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Frydos Autosupply n' More 149.3
119,2014-01-06T20:49:00Z,Shoppers' Delight,293.67,7354,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Shoppers' Delight 293.67
120,2014-01-06T20:52:00Z,Hippokampos,17.27,7688,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Hippokampos 17.27
121,2014-01-06T20:59:00Z,Katerina's Cafe,26.1,3492,2014-01-06,20,Mon,6,Evening,2014-01-06 Mon 6 Katerina's Cafe 26.1
122,2014-01-06T21:03:00Z,Katerina's Cafe,10.72,9617,2014-01-06,21,Mon,6,Night,2014-01-06 Mon 6 Katerina's Cafe 10.72
123,2014-01-06T21:03:00Z,Albert's Fine Clothing,121.76,4434,2014-01-06,21,Mon,6,Night,2014-01-06 Mon 6 Albert's Fine Clothing 121.76
124,2014-01-06T21:11:00Z,Hippokampos,28.14,8156,2014-01-06,21,Mon,6,Night,2014-01-06 Mon 6 Hippokampos 28.14
125,2014-01-06T21:12:00Z,Katerina's Cafe,26.51,4948,2014-01-06,21,Mon,6,Night,2014-01-06 Mon 6 Katerina's Cafe 26.51
126,2014-01-06T21:23:00Z,Frydos Autosupply n' More,197.32,2142,2014-01-06,21,Mon,6,Night,2014-01-06 Mon 6 Frydos Autosupply n' More 197.32
127,2014-01-06T21:32:00Z,Frydos Autosupply n' More,314.98,1310,2014-01-06,21,Mon,6,Night,2014-01-06 Mon 6 Frydos Autosupply n' More 314.98
128,2014-01-06T21:52:00Z,Hippokampos,20.61,8332,2014-01-06,21,Mon,6,Night,2014-01-06 Mon 6 Hippokampos 20.61
129,2014-01-07T07:27:00Z,Brew've Been Served,5.08,7384,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 5.08
130,2014-01-07T07:31:00Z,Brew've Been Served,12.74,5368,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 12.74
131,2014-01-07T07:33:00Z,Brew've Been Served,7.09,4795,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 7.09
132,2014-01-07T07:35:00Z,Hallowed Grounds,14.05,7889,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 14.05
133,2014-01-07T07:37:00Z,Hallowed Grounds,8.91,8129,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 8.91
134,2014-01-07T07:41:00Z,Hallowed Grounds,19.59,1874,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 19.59
135,2014-01-07T07:45:00Z,Brew've Been Served,19.6,6816,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 19.6
136,2014-01-07T07:46:00Z,Hallowed Grounds,84.44,9551,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 84.44
137,2014-01-07T07:46:00Z,Coffee Cameleon,9.1,5921,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Coffee Cameleon 9.1
138,2014-01-07T07:47:00Z,Hallowed Grounds,7.88,1310,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 7.88
139,2014-01-07T07:48:00Z,Hallowed Grounds,18.97,7108,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 18.97
140,2014-01-07T07:49:00Z,Coffee Cameleon,27.66,7253,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Coffee Cameleon 27.66
141,2014-01-07T07:50:00Z,Brew've Been Served,4.39,5407,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 4.39
142,2014-01-07T07:50:00Z,Hallowed Grounds,9.61,3492,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 9.61
143,2014-01-07T07:52:00Z,Brew've Been Served,3,4434,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 3
144,2014-01-07T07:54:00Z,Brew've Been Served,11.92,1286,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 11.92
145,2014-01-07T07:55:00Z,Brew've Been Served,69.06,3484,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 69.06
146,2014-01-07T07:56:00Z,Brew've Been Served,98.53,9683,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 98.53
147,2014-01-07T07:57:00Z,Hallowed Grounds,10.33,6691,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 10.33
148,2014-01-07T07:58:00Z,Brew've Been Served,17.4,8202,2014-01-07,7,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 17.4
149,2014-01-07T08:00:00Z,Brew've Been Served,11.91,4948,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 11.91
150,2014-01-07T08:00:00Z,Coffee Cameleon,11.55,2142,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Coffee Cameleon 11.55
151,2014-01-07T08:01:00Z,Coffee Cameleon,52.44,2418,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Coffee Cameleon 52.44
152,2014-01-07T08:01:00Z,Hallowed Grounds,9.92,9617,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 9.92
153,2014-01-07T08:01:00Z,Hallowed Grounds,68.42,2681,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Hallowed Grounds 68.42
154,2014-01-07T08:02:00Z,Brew've Been Served,14.49,9405,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 14.49
155,2014-01-07T08:06:00Z,Brew've Been Served,3.03,7819,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 3.03
156,2014-01-07T08:09:00Z,Brew've Been Served,15.66,8411,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 15.66
157,2014-01-07T08:18:00Z,Brew've Been Served,47.74,6901,2014-01-07,8,Tue,7,Early morning,2014-01-07 Tue 7 Brew've Been Served 47.74
158,2014-01-07T09:17:00Z,Abila Airport,3840.37,3506,2014-01-07,9,Tue,7,Late morning,2014-01-07 Tue 7 Abila Airport 3840.37
159,2014-01-07T10:05:00Z,Stewart and Sons Fabrication,1200.9,3506,2014-01-07,10,Tue,7,Late morning,2014-01-07 Tue 7 Stewart and Sons Fabrication 1200.9
160,2014-01-07T10:11:00Z,Nationwide Refinery,1347.36,9735,2014-01-07,10,Tue,7,Late morning,2014-01-07 Tue 7 Nationwide Refinery 1347.36
161,2014-01-07T11:31:00Z,Stewart and Sons Fabrication,1843.33,9735,2014-01-07,11,Tue,7,Late morning,2014-01-07 Tue 7 Stewart and Sons Fabrication 1843.33
162,2014-01-07T11:39:00Z,Nationwide Refinery,1562.66,7792,2014-01-07,11,Tue,7,Late morning,2014-01-07 Tue 7 Nationwide Refinery 1562.66
163,2014-01-07T12:00:00Z,Coffee Shack,16.63,7117,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Coffee Shack 16.63
164,2014-01-07T12:00:00Z,Bean There Done That,51.25,1415,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Bean There Done That 51.25
165,2014-01-07T12:00:00Z,Brewed Awakenings,12.17,7688,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Brewed Awakenings 12.17
166,2014-01-07T12:00:00Z,Jack's Magical Beans,23.68,6899,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Jack's Magical Beans 23.68
167,2014-01-07T12:00:00Z,Brewed Awakenings,64.84,3853,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Brewed Awakenings 64.84
168,2014-01-07T12:00:00Z,Brewed Awakenings,71.59,2540,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Brewed Awakenings 71.59
169,2014-01-07T12:00:00Z,Bean There Done That,53.89,1877,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Bean There Done That 53.89
170,2014-01-07T12:00:00Z,Brewed Awakenings,6.72,8332,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Brewed Awakenings 6.72
171,2014-01-07T12:00:00Z,Bean There Done That,8.03,1321,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Bean There Done That 8.03
172,2014-01-07T12:00:00Z,Bean There Done That,46.25,6895,2014-01-07,12,Tue,7,Early afternoon,2014-01-07 Tue 7 Bean There Done That 46.25
