"","timestamp","id.x","lat","long","start_vec","stop_vec","Possible_Location"
"25858",2014-01-10 13:39:03,"101",36.04802,24.87957,0,1,"GASTech"
"26262",2014-01-06 13:37:17,"4",36.04802,24.87957,0,1,"GASTech"
"26666",2014-01-16 13:52:05,"25",36.04802,24.87957,0,1,"GASTech"
"27070",2014-01-16 17:25:16,"24",36.04802,24.87957,0,1,"GASTech"
"27474",2014-01-06 08:22:12,"22",36.04802,24.87957,0,1,"GASTech"
"27878",2014-01-07 17:34:01,"17",36.04802,24.87957,1,0,"GASTech"
"28282",2014-01-06 08:31:11,"2",36.04802,24.87957,0,1,"GASTech"
"28686",2014-01-14 13:46:17,"26",36.04802,24.87957,0,1,"GASTech"
"29090",2014-01-07 08:16:12,"13",36.04802,24.87957,0,1,"GASTech"
"29494",2014-01-16 17:28:01,"20",36.04802,24.87957,1,0,"GASTech"
"29898",2014-01-14 13:47:05,"5",36.04802,24.87957,0,1,"GASTech"
"30302",2014-01-08 12:24:01,"18",36.04802,24.87957,1,0,"GASTech"
"30706",2014-01-17 17:41:01,"33",36.04802,24.87957,1,0,"GASTech"
"31110",2014-01-08 12:26:01,"11",36.04802,24.87957,1,0,"GASTech"
"31514",2014-01-10 13:48:17,"26",36.04802,24.87957,0,1,"GASTech"
"31918",2014-01-10 13:49:42,"17",36.04802,24.87957,0,1,"GASTech"
"32322",2014-01-14 11:58:01,"3",36.04802,24.87957,1,0,"GASTech"
"32726",2014-01-16 12:32:01,"25",36.04802,24.87957,1,0,"GASTech"
"33130",2014-01-07 08:48:40,"107",36.04802,24.87957,1,0,"GASTech"
"33534",2014-01-16 12:32:01,"18",36.04802,24.87957,1,0,"GASTech"
"33938",2014-01-08 12:32:01,"4",36.04802,24.87957,1,0,"GASTech"
"34342",2014-01-17 12:34:01,"30",36.04802,24.87957,1,0,"GASTech"
"34746",2014-01-09 17:28:01,"6",36.04802,24.87957,1,0,"GASTech"
"35150",2014-01-16 17:34:01,"6",36.04802,24.87957,1,0,"GASTech"
"35554",2014-01-06 11:46:01,"16",36.04802,24.87957,1,0,"GASTech"
"35958",2014-01-06 11:46:01,"107",36.04802,24.87957,1,1,"GASTech"
"36362",2014-01-09 07:49:33,"6",36.04802,24.87957,0,1,"GASTech"
"36766",2014-01-08 12:11:01,"8",36.04802,24.87957,1,0,"GASTech"
"37170",2014-01-08 17:32:01,"34",36.04802,24.87957,1,0,"GASTech"
"37574",2014-01-15 11:14:01,"15",36.04802,24.87957,1,0,"GASTech"
"37978",2014-01-16 08:09:12,"33",36.04802,24.87957,0,1,"GASTech"
"38382",2014-01-08 12:13:01,"3",36.04802,24.87957,1,0,"GASTech"
"38786",2014-01-08 13:16:01,"7",36.04802,24.87957,1,1,"GASTech"
"39190",2014-01-16 17:43:01,"25",36.04802,24.87957,1,0,"GASTech"
"39594",2014-01-06 11:56:01,"19",36.04802,24.87957,1,0,"GASTech"
"39998",2014-01-10 14:04:26,"24",36.04802,24.87957,0,1,"GASTech"
"40402",2014-01-15 11:49:01,"33",36.04802,24.87957,1,0,"GASTech"
"40806",2014-01-17 13:25:17,"10",36.04802,24.87957,0,1,"GASTech"
"41210",2014-01-17 13:26:26,"8",36.04802,24.87957,0,1,"GASTech"
"41614",2014-01-15 13:53:27,"7",36.04802,24.87957,0,1,"GASTech"
"42018",2014-01-14 14:30:05,"105",36.04802,24.87957,0,1,"GASTech"
"42422",2014-01-09 12:25:01,"17",36.04802,24.87957,1,0,"GASTech"
"42826",2014-01-07 13:45:23,"23",36.04802,24.87957,0,1,"GASTech"
"43230",2014-01-07 13:47:42,"20",36.04802,24.87957,0,1,"GASTech"
"43634",2014-01-13 17:28:01,"5",36.04802,24.87957,1,0,"GASTech"
"44038",2014-01-06 12:09:01,"3",36.04802,24.87957,1,0,"GASTech"
"44442",2014-01-10 14:16:23,"12",36.04802,24.87957,0,1,"GASTech"
"44846",2014-01-17 08:07:09,"14",36.04802,24.87957,0,1,"GASTech"
"45250",2014-01-07 13:50:17,"33",36.04802,24.87957,0,1,"GASTech"
"45654",2014-01-08 17:47:01,"32",36.04802,24.87957,1,0,"GASTech"
"46058",2014-01-09 17:15:50,"29",36.04802,24.87957,1,0,"GASTech"
"46462",2014-01-07 13:56:26,"12",36.04802,24.87957,0,1,"GASTech"
"46866",2014-01-17 13:42:27,"20",36.04802,24.87957,0,1,"GASTech"
"47270",2014-01-06 12:14:01,"34",36.04802,24.87957,1,0,"GASTech"
"47674",2014-01-16 18:12:01,"10",36.04802,24.87957,1,0,"GASTech"
"48078",2014-01-08 14:01:27,"3",36.04802,24.87957,0,1,"GASTech"
"48482",2014-01-06 17:12:01,"12",36.04802,24.87957,1,0,"GASTech"
"48886",2014-01-06 12:17:01,"2",36.04802,24.87957,1,0,"GASTech"
"49290",2014-01-17 08:12:09,"1",36.04802,24.87957,0,1,"GASTech"
"49694",2014-01-14 17:11:01,"27",36.04802,24.87957,1,0,"GASTech"
"50098",2014-01-06 17:15:01,"17",36.04802,24.87957,1,0,"GASTech"
"50502",2014-01-10 17:12:16,"29",36.04802,24.87957,1,0,"GASTech"
"50906",2014-01-09 08:07:09,"18",36.04802,24.87957,0,1,"GASTech"
"51310",2014-01-10 17:14:01,"17",36.04802,24.87957,1,0,"GASTech"
"51714",2014-01-13 12:42:02,"29",36.04802,24.87957,1,0,"GASTech"
"52118",2014-01-08 07:19:19,"4",36.04802,24.87957,0,1,"GASTech"
"52522",2014-01-17 13:52:26,"21",36.04802,24.87957,0,1,"GASTech"
"52926",2014-01-08 13:44:42,"17",36.04802,24.87957,0,1,"GASTech"
"53330",2014-01-14 17:21:01,"25",36.04802,24.87957,1,0,"GASTech"
"53734",2014-01-06 17:22:01,"30",36.04802,24.87957,1,0,"GASTech"
"54138",2014-01-09 08:10:33,"25",36.04802,24.87957,0,1,"GASTech"
"54542",2014-01-16 13:48:27,"6",36.04802,24.87957,0,1,"GASTech"
"54946",2014-01-13 08:08:33,"6",36.04802,24.87957,0,1,"GASTech"
"55350",2014-01-06 12:24:01,"24",36.04802,24.87957,1,0,"GASTech"
"55754",2014-01-09 08:18:31,"15",36.04802,24.87957,0,1,"GASTech"
"56158",2014-01-15 12:14:01,"17",36.04802,24.87957,1,0,"GASTech"
"56562",2014-01-09 08:19:13,"101",36.04802,24.87957,1,0,"GASTech"
"56966",2014-01-08 13:48:23,"19",36.04802,24.87957,0,1,"GASTech"
"57370",2014-01-13 13:27:14,"24",36.04802,24.87957,0,1,"GASTech"
"57774",2014-01-08 13:50:16,"8",36.04802,24.87957,0,1,"GASTech"
"58178",2014-01-16 11:51:01,"19",36.04802,24.87957,1,0,"GASTech"
"58582",2014-01-09 08:28:11,"11",36.04802,24.87957,0,1,"GASTech"
"58986",2014-01-13 08:16:12,"22",36.04802,24.87957,0,1,"GASTech"
"59390",2014-01-10 17:28:01,"13",36.04802,24.87957,1,0,"GASTech"
"59794",2014-01-15 12:18:01,"2",36.04802,24.87957,1,0,"GASTech"
"60198",2014-01-09 17:39:01,"33",36.04802,24.87957,1,0,"GASTech"
"60602",2014-01-06 12:34:01,"4",36.04802,24.87957,1,0,"GASTech"
"61006",2014-01-06 17:32:01,"20",36.04802,24.87957,1,0,"GASTech"
"61410",2014-01-07 07:52:12,"20",36.04802,24.87957,0,1,"GASTech"
"61814",2014-01-06 17:33:01,"8",36.04802,24.87957,1,0,"GASTech"
"62218",2014-01-10 17:30:01,"27",36.04802,24.87957,1,0,"GASTech"
"62622",2014-01-14 17:36:35,"29",36.04802,24.87957,1,0,"GASTech"
"63026",2014-01-07 17:38:01,"18",36.04802,24.87957,1,0,"GASTech"
"63430",2014-01-17 17:12:01,"2",36.04802,24.87957,1,0,"GASTech"
"63834",2014-01-06 07:59:09,"27",36.04802,24.87957,0,1,"GASTech"
"64238",2014-01-17 17:42:01,"6",36.04802,24.87957,1,0,"GASTech"
"64642",2014-01-15 17:26:01,"25",36.04802,24.87957,1,0,"GASTech"
"65046",2014-01-06 13:03:23,"10",36.04802,24.87957,0,1,"GASTech"
"65450",2014-01-10 17:34:01,"1",36.04802,24.87957,1,0,"GASTech"
"65854",2014-01-14 08:29:12,"30",36.04802,24.87957,0,1,"GASTech"
"66258",2014-01-17 17:12:01,"34",36.04802,24.87957,1,0,"GASTech"
"66662",2014-01-07 12:29:01,"8",36.04802,24.87957,1,0,"GASTech"
"67066",2014-01-06 17:40:01,"13",36.04802,24.87957,1,0,"GASTech"
"67470",2014-01-08 12:09:01,"19",36.04802,24.87957,1,0,"GASTech"
"67874",2014-01-16 17:19:01,"9",36.04802,24.87957,1,0,"GASTech"
"68278",2014-01-06 17:43:01,"21",36.04802,24.87957,1,0,"GASTech"
"68682",2014-01-09 11:30:01,"13",36.04802,24.87957,1,0,"GASTech"
"69086",2014-01-14 17:46:01,"24",36.04802,24.87957,1,0,"GASTech"
"69490",2014-01-15 12:41:50,"29",36.04802,24.87957,1,0,"GASTech"
"69894",2014-01-13 13:46:23,"14",36.04802,24.87957,0,1,"GASTech"
"70298",2014-01-06 13:28:05,"33",36.04802,24.87957,0,1,"GASTech"
"70702",2014-01-07 08:03:12,"23",36.04802,24.87957,0,1,"GASTech"
"71106",2014-01-10 17:49:01,"14",36.04802,24.87957,1,0,"GASTech"
"71510",2014-01-06 08:10:11,"11",36.04802,24.87957,0,1,"GASTech"
"71914",2014-01-10 17:52:01,"24",36.04802,24.87957,1,0,"GASTech"
"72318",2014-01-17 07:40:09,"26",36.04802,24.87957,0,1,"GASTech"
"72722",2014-01-06 13:31:26,"23",36.04802,24.87957,0,1,"GASTech"
"73126",2014-01-06 13:32:05,"7",36.04802,24.87957,0,1,"GASTech"
"73530",2014-01-07 17:29:01,"13",36.04802,24.87957,1,0,"GASTech"
"73934",2014-01-14 17:59:01,"4",36.04802,24.87957,1,0,"GASTech"
"74338",2014-01-16 07:54:37,"101",36.04802,24.87957,1,0,"GASTech"
"74742",2014-01-07 08:09:33,"25",36.04802,24.87957,0,1,"GASTech"
"75146",2014-01-07 17:31:01,"2",36.04802,24.87957,1,0,"GASTech"
"75550",2014-01-08 12:18:01,"35",36.04802,24.87957,1,0,"GASTech"
"75954",2014-01-06 13:40:01,"17",36.04802,24.87957,0,1,"GASTech"
"76358",2014-01-16 12:23:01,"1",36.04802,24.87957,1,0,"GASTech"
"76762",2014-01-08 17:18:01,"18",36.04802,24.87957,1,0,"GASTech"
"77166",2014-01-14 11:19:01,"24",36.04802,24.87957,1,0,"GASTech"
"77570",2014-01-07 08:14:33,"3",36.04802,24.87957,0,1,"GASTech"
"77974",2014-01-15 08:38:14,"106",36.04802,24.87957,1,0,"GASTech"
"78378",2014-01-08 17:22:01,"21",36.04802,24.87957,1,0,"GASTech"
"78782",2014-01-08 17:22:01,"33",36.04802,24.87957,1,0,"GASTech"
"79186",2014-01-08 17:48:01,"26",36.04802,24.87957,1,0,"GASTech"
"79590",2014-01-08 07:57:12,"21",36.04802,24.87957,0,1,"GASTech"
"79994",2014-01-06 13:51:23,"5",36.04802,24.87957,0,1,"GASTech"
"80398",2014-01-06 16:45:01,"104",36.04802,24.87957,1,1,"GASTech"
"80802",2014-01-08 17:27:01,"13",36.04802,24.87957,1,0,"GASTech"
"81206",2014-01-07 17:40:01,"26",36.04802,24.87957,1,0,"GASTech"
"81610",2014-01-17 07:48:09,"18",36.04802,24.87957,0,1,"GASTech"
"82014",2014-01-13 14:17:42,"30",36.04802,24.87957,0,1,"GASTech"
"82418",2014-01-08 12:04:01,"13",36.04802,24.87957,1,0,"GASTech"
"82822",2014-01-07 13:36:05,"25",36.04802,24.87957,0,1,"GASTech"
"83226",2014-01-06 13:55:05,"19",36.04802,24.87957,0,1,"GASTech"
"83630",2014-01-06 13:56:16,"8",36.04802,24.87957,0,1,"GASTech"
"84034",2014-01-13 12:11:01,"12",36.04802,24.87957,1,0,"GASTech"
"84438",2014-01-14 07:40:12,"34",36.04802,24.87957,0,1,"GASTech"
"84842",2014-01-16 12:40:01,"35",36.04802,24.87957,1,0,"GASTech"
"85246",2014-01-10 11:21:01,"13",36.04802,24.87957,1,0,"GASTech"
"85650",2014-01-13 17:13:02,"29",36.04802,24.87957,1,0,"GASTech"
"86054",2014-01-07 13:39:17,"5",36.04802,24.87957,0,1,"GASTech"
"86458",2014-01-06 14:00:23,"18",36.04802,24.87957,0,1,"GASTech"
"86862",2014-01-16 08:07:09,"18",36.04802,24.87957,0,1,"GASTech"
"87266",2014-01-08 08:07:09,"1",36.04802,24.87957,0,1,"GASTech"
"87670",2014-01-07 10:44:31,"104",36.04802,24.87957,1,0,"GASTech"
"88074",2014-01-14 12:07:01,"1",36.04802,24.87957,1,0,"GASTech"
"88478",2014-01-06 14:03:23,"15",36.04802,24.87957,0,1,"GASTech"
"88882",2014-01-08 08:08:11,"19",36.04802,24.87957,0,1,"GASTech"
"89286",2014-01-09 12:22:40,"104",36.04802,24.87957,0,1,"GASTech"
"89690",2014-01-06 14:07:26,"24",36.04802,24.87957,0,1,"GASTech"
"90094",2014-01-14 17:29:01,"3",36.04802,24.87957,1,0,"GASTech"
"90498",2014-01-07 13:44:16,"35",36.04802,24.87957,0,1,"GASTech"
"90902",2014-01-17 07:42:09,"8",36.04802,24.87957,0,1,"GASTech"
"91306",2014-01-16 17:47:01,"24",36.04802,24.87957,1,0,"GASTech"
"91710",2014-01-10 07:53:50,"29",36.04802,24.87957,0,1,"GASTech"
"92114",2014-01-15 17:07:01,"11",36.04802,24.87957,1,0,"GASTech"
"92518",2014-01-16 08:17:09,"1",36.04802,24.87957,0,1,"GASTech"
"92922",2014-01-09 17:06:01,"106",36.04802,24.87957,1,1,"GASTech"
"93326",2014-01-07 13:49:16,"1",36.04802,24.87957,0,1,"GASTech"
"93730",2014-01-14 15:49:06,"104",36.04802,24.87957,1,1,"GASTech"
"94134",2014-01-07 13:50:16,"21",36.04802,24.87957,0,1,"GASTech"
"94538",2014-01-17 22:41:01,"1",36.04802,24.87957,1,0,"GASTech"
"94942",2014-01-10 14:40:01,"6",36.04802,24.87957,1,0,"GASTech"
"95346",2014-01-07 12:19:01,"22",36.04802,24.87957,1,0,"GASTech"
"95750",2014-01-16 08:49:14,"105",36.04802,24.87957,1,0,"GASTech"
"96154",2014-01-09 17:16:01,"5",36.04802,24.87957,1,0,"GASTech"
"96558",2014-01-08 14:01:26,"20",36.04802,24.87957,0,1,"GASTech"
"96962",2014-01-15 17:26:01,"8",36.04802,24.87957,1,0,"GASTech"
"97366",2014-01-13 07:06:41,"35",36.04802,24.87957,0,1,"GASTech"
"97770",2014-01-14 07:54:12,"23",36.04802,24.87957,0,1,"GASTech"
"98174",2014-01-07 12:05:01,"2",36.04802,24.87957,1,0,"GASTech"
"98578",2014-01-16 14:02:27,"16",36.04802,24.87957,0,1,"GASTech"
"98982",2014-01-16 13:37:27,"32",36.04802,24.87957,0,1,"GASTech"
"99386",2014-01-13 07:59:11,"3",36.04802,24.87957,0,1,"GASTech"
"99790",2014-01-08 18:05:01,"4",36.04802,24.87957,1,0,"GASTech"
"100194",2014-01-15 12:31:01,"35",36.04802,24.87957,1,0,"GASTech"
"100598",2014-01-14 17:15:01,"11",36.04802,24.87957,1,0,"GASTech"
"101002",2014-01-13 10:26:23,"104",36.04802,24.87957,1,0,"GASTech"
"101406",2014-01-09 13:01:51,"104",36.04802,24.87957,1,0,"GASTech"
"101810",2014-01-10 07:49:31,"32",36.04802,24.87957,0,1,"GASTech"
"102214",2014-01-08 18:21:01,"10",36.04802,24.87957,1,0,"GASTech"
"102618",2014-01-15 07:44:12,"20",36.04802,24.87957,0,1,"GASTech"
"103022",2014-01-07 12:09:01,"7",36.04802,24.87957,1,0,"GASTech"
"103426",2014-01-09 08:11:19,"7",36.04802,24.87957,0,1,"GASTech"
"103830",2014-01-09 13:18:58,"6",36.04802,24.87957,1,1,"GASTech"
"104234",2014-01-16 11:30:01,"13",36.04802,24.87957,1,0,"GASTech"
"104638",2014-01-17 08:29:12,"22",36.04802,24.87957,0,1,"GASTech"
"105042",2014-01-14 08:01:33,"6",36.04802,24.87957,0,1,"GASTech"
"105446",2014-01-10 12:22:01,"12",36.04802,24.87957,1,0,"GASTech"
"105850",2014-01-14 08:02:33,"25",36.04802,24.87957,0,1,"GASTech"
"106254",2014-01-16 07:52:09,"8",36.04802,24.87957,0,1,"GASTech"
"106658",2014-01-10 17:25:01,"15",36.04802,24.87957,1,0,"GASTech"
"107062",2014-01-14 17:27:01,"13",36.04802,24.87957,1,0,"GASTech"
"107466",2014-01-06 18:16:01,"35",36.04802,24.87957,1,0,"GASTech"
"107870",2014-01-13 11:57:01,"7",36.04802,24.87957,1,0,"GASTech"
"108274",2014-01-10 18:13:01,"10",36.04802,24.87957,1,0,"GASTech"
"108678",2014-01-14 11:11:01,"15",36.04802,24.87957,1,0,"GASTech"
"109082",2014-01-15 08:25:12,"30",36.04802,24.87957,0,1,"GASTech"
"109486",2014-01-13 13:58:47,"29",36.04802,24.87957,0,1,"GASTech"
"109890",2014-01-13 11:58:01,"32",36.04802,24.87957,1,0,"GASTech"
"110294",2014-01-07 12:18:01,"9",36.04802,24.87957,1,0,"GASTech"
"110698",2014-01-13 13:59:17,"15",36.04802,24.87957,0,1,"GASTech"
"111102",2014-01-14 08:10:12,"22",36.04802,24.87957,0,1,"GASTech"
"111506",2014-01-15 17:48:01,"14",36.04802,24.87957,1,0,"GASTech"
"111910",2014-01-06 15:53:30,"101",36.04802,24.87957,1,1,"GASTech"
"112314",2014-01-14 17:37:01,"15",36.04802,24.87957,1,0,"GASTech"
"112718",2014-01-13 12:25:01,"14",36.04802,24.87957,1,0,"GASTech"
"113122",2014-01-09 14:12:05,"12",36.04802,24.87957,0,1,"GASTech"
"113526",2014-01-08 08:00:09,"27",36.04802,24.87957,0,1,"GASTech"
"113930",2014-01-09 13:36:17,"23",36.04802,24.87957,0,1,"GASTech"
"114334",2014-01-09 13:38:42,"8",36.04802,24.87957,0,1,"GASTech"
"114738",2014-01-09 17:46:01,"18",36.04802,24.87957,1,0,"GASTech"
"115142",2014-01-06 17:39:01,"25",36.04802,24.87957,1,0,"GASTech"
"115546",2014-01-09 13:39:26,"19",36.04802,24.87957,0,1,"GASTech"
"115950",2014-01-15 17:30:01,"9",36.04802,24.87957,1,0,"GASTech"
"116354",2014-01-13 17:11:01,"15",36.04802,24.87957,1,0,"GASTech"
"116758",2014-01-10 11:10:01,"24",36.04802,24.87957,1,0,"GASTech"
"117162",2014-01-14 12:03:21,"107",36.04802,24.87957,0,1,"GASTech"
"117566",2014-01-10 08:07:12,"34",36.04802,24.87957,0,1,"GASTech"
"117970",2014-01-13 13:44:42,"35",36.04802,24.87957,0,1,"GASTech"
"118374",2014-01-15 17:33:01,"12",36.04802,24.87957,1,0,"GASTech"
"118778",2014-01-15 08:06:09,"1",36.04802,24.87957,0,1,"GASTech"
"119182",2014-01-16 12:17:01,"12",36.04802,24.87957,1,0,"GASTech"
"119586",2014-01-09 13:48:26,"17",36.04802,24.87957,0,1,"GASTech"
"119990",2014-01-07 12:35:01,"35",36.04802,24.87957,1,0,"GASTech"
"120394",2014-01-10 08:11:11,"19",36.04802,24.87957,0,1,"GASTech"
"120798",2014-01-13 13:49:16,"2",36.04802,24.87957,0,1,"GASTech"
"121202",2014-01-07 13:42:05,"19",36.04802,24.87957,0,1,"GASTech"
"121606",2014-01-16 12:20:01,"27",36.04802,24.87957,1,0,"GASTech"
"122010",2014-01-14 10:34:16,"104",36.04802,24.87957,1,0,"GASTech"
"122414",2014-01-16 13:24:47,"104",36.04802,24.87957,1,0,"GASTech"
"122818",2014-01-10 08:15:12,"22",36.04802,24.87957,0,1,"GASTech"
"123222",2014-01-13 07:33:19,"10",36.04802,24.87957,0,1,"GASTech"
"123626",2014-01-14 12:28:17,"106",36.04802,24.87957,1,0,"GASTech"
"124030",2014-01-13 07:55:09,"26",36.04802,24.87957,0,1,"GASTech"
"124434",2014-01-14 13:27:07,"7",36.04802,24.87957,0,1,"GASTech"
"124838",2014-01-09 11:59:01,"32",36.04802,24.87957,1,0,"GASTech"
"125242",2014-01-16 17:25:01,"30",36.04802,24.87957,1,0,"GASTech"
"125646",2014-01-14 07:48:12,"33",36.04802,24.87957,0,1,"GASTech"
"126050",2014-01-14 13:45:17,"21",36.04802,24.87957,0,1,"GASTech"
"126454",2014-01-07 13:21:42,"32",36.04802,24.87957,0,1,"GASTech"
"126858",2014-01-10 12:10:01,"15",36.04802,24.87957,1,0,"GASTech"
"127262",2014-01-13 14:01:17,"13",36.04802,24.87957,0,1,"GASTech"
"127666",2014-01-16 18:01:01,"32",36.04802,24.87957,1,0,"GASTech"
"128070",2014-01-14 17:33:01,"21",36.04802,24.87957,1,0,"GASTech"
"128474",2014-01-09 12:16:01,"3",36.04802,24.87957,1,0,"GASTech"
"128878",2014-01-14 16:17:16,"20",36.04802,24.87957,1,1,"GASTech"
"129282",2014-01-17 08:22:12,"15",36.04802,24.87957,0,1,"GASTech"
"129686",2014-01-15 07:44:09,"18",36.04802,24.87957,0,1,"GASTech"
"130090",2014-01-17 17:42:01,"19",36.04802,24.87957,1,0,"GASTech"
"130494",2014-01-15 14:08:35,"29",36.04802,24.87957,0,1,"GASTech"
"130898",2014-01-13 13:07:01,"101",36.04802,24.87957,0,1,"GASTech"
"131302",2014-01-09 17:51:01,"19",36.04802,24.87957,1,0,"GASTech"
"131706",2014-01-13 07:45:12,"17",36.04802,24.87957,0,1,"GASTech"
"132110",2014-01-16 17:33:01,"33",36.04802,24.87957,1,0,"GASTech"
"132514",2014-01-15 17:58:01,"35",36.04802,24.87957,1,0,"GASTech"
"132918",2014-01-07 17:20:01,"30",36.04802,24.87957,1,0,"GASTech"
"133322",2014-01-13 13:43:17,"11",36.04802,24.87957,0,1,"GASTech"
"133726",2014-01-09 13:24:05,"4",36.04802,24.87957,0,1,"GASTech"
"134130",2014-01-13 12:17:01,"21",36.04802,24.87957,1,0,"GASTech"
"134534",2014-01-13 12:25:01,"8",36.04802,24.87957,1,0,"GASTech"
"134938",2014-01-07 11:56:01,"16",36.04802,24.87957,1,0,"GASTech"
"135342",2014-01-14 12:05:01,"14",36.04802,24.87957,1,0,"GASTech"
"135746",2014-01-10 12:19:01,"14",36.04802,24.87957,1,0,"GASTech"
"136150",2014-01-15 17:24:01,"33",36.04802,24.87957,1,0,"GASTech"
